Source,Lat,Lon,Elev,Year,Month,d13Catm,Type,Species,Family,Biome,leaf_N_g_kg,leaf_C_g_kg,leaf_d15N,leaf_d13C,leaf_D13C,soil_d15N,soil_d13C,soil_C_g_kg,soil_N_g_kg,country,soil_type,soil_depth,sitename,sample_time,Notes
Peri et al. 2012,-50.47,72.99,,2007.5,2,-8.27,C3,Nothofagus betuloides,Nothofagaceae,temperate forest ,,,-1,-34,26.64,-0.22,-28.73,33.7,2.53,Argentina,,,,,
Peri et al. 2012,-50.55,72.84,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,3,-32,24.51,2.37,-27.37,60.6,4.94,Argentina,,,,,
Peri et al. 2012,-51.22,72.28,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,3.8,-29.5,21.88,2.75,-25.97,32.8,1.57,Argentina,,,,,
Peri et al. 2012,-51.22,72.26,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,2.52,-30,22.4,3.27,-25.93,60.4,5.96,Argentina,,,,,
Peri et al. 2012,-51.31,72.18,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,3.5,-29,21.35,5.93,-25.57,58.6,5.43,Argentina,,,,,
Peri et al. 2012,-51.53,72.15,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,-0.54,-31,23.46,-0.6,-27.57,47,4.16,Argentina,,,,,
Peri et al. 2012,-51.57,72.36,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,4.75,-28.5,20.82,5.59,-25.92,47.27,4.45,Argentina,,,,,
Peri et al. 2012,-51.57,72.31,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,2,-30.4,22.82,3.95,-26.63,49.5,3.88,Argentina,,,,,
Peri et al. 2012,-51.57,72.01,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,3,-28.79,21.13,2.6,-25.93,36.1,4.48,Argentina,,,,,
Peri et al. 2012,-51.62,71.99,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,-1.8,-29,21.35,-1.17,-25.73,40.8,2.25,Argentina,,,,,
Peri et al. 2012,-51.62,71.99,,2007.5,2,-8.27,C3,Nothofagus pumilio,Nothofagaceae,temperate forest ,,,-0.7,-30,22.4,-1.63,-26.5,47.2,2.63,Argentina,,,,,
Peri et al. 2012,-51.77,71.75,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,5.13,-27.5,19.77,6.41,-25.33,60.37,2.93,Argentina,,,,,
Peri et al. 2012,-51.83,71.71,,2007.5,2,-8.27,C3,Nothofagus antarctica,Nothofagaceae,temperate forest ,,,0.8,-29.5,21.88,2.33,-26.93,40,3.48,Argentina,,,,,
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-29.5,18,,"Rondonia state, Brazil",,0-5,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-28.9,26,,"Rondonia state, Brazil",,0-5,Forest_P.Bueno,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-28.2,15,,"Rondonia state, Brazil",,15-20,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-28.1,21,,"Rondonia state, Brazil",,15-20,Forest_P.Bueno,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-27.7,12,,"Rondonia state, Brazil",,20-30,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-27.7,28,,"Rondonia state, Brazil",,20-30,Forest_P.Bueno,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-26.9,7,,"Rondonia state, Brazil",,30-40,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-27.4,12,,"Rondonia state, Brazil",,30-40,Forest_P.Bueno,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-26.3,6,,"Rondonia state, Brazil",,40-50,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-28.2,11,,"Rondonia state, Brazil",,40-50,Forest_P.Bueno,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-26.4,9,,"Rondonia state, Brazil",,70-80,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-10.17,-62.82,,,,,,,,,,,,,,,-26.9,5,,"Rondonia state, Brazil",,90-100,Forest_ariquemes,,Wang et al. (2018)
Pessenda et al. (1998),-11.77,-61.25,,,,,,,,,,,,,,,-25,4,,"Rondonia state, Brazil",,90-100,Forest_P.Bueno,,Wang et al. (2018)
Prest et al. (2014),44.93,-62.78,,,,,,,,,,,,,,,-24.7,52.38,,"Nova Scotia, Canada",,,forest,,Wang et al. (2018)
Prest et al. (2014),44.93,-62.78,,,,,,,,,,,,,,,-25.4,53.5,,"Nova Scotia, Canada",,0-10,forest,,Wang et al. (2018)
Prest et al. (2014),44.93,-62.78,,,,,,,,,,,,,,,-24.6,42.58,,"Nova Scotia, Canada",,20-35,forest,,Wang et al. (2018)
Prest et al. (2014),44.93,-62.78,,,,,,,,,,,,,,,-24.3,39.16,,"Nova Scotia, Canada",,35-50,forest,,Wang et al. (2018)
Prest et al. (2014),44.93,-62.78,,,,,,,,,,,,,,,-25.9,441,,"Nova Scotia, Canada",,Litter/leaf,forest,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-27.4,16.83,,"Baden-Württemberg, Germany",,5.04505,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-27.1,1.64,,"Großbeeren, Germany",,5.16353,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-26.2,9.95,,"Großbeeren, Germany",,14.8675,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-26.1,15.22,,"Baden-Württemberg, Germany",,15.1351,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-26.1,13.42,,"Baden-Württemberg, Germany",,25.045,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-26.1,9.42,,"Großbeeren, Germany",,25.1129,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-25.6,7.92,,"Baden-Württemberg, Germany",,35.1351,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-26,8.36,,"Großbeeren, Germany",,35.1721,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.8,4.97,,"Baden-Württemberg, Germany",,45.045,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.7,8.85,,"Großbeeren, Germany",,45.0701,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.3,1.58,,"Großbeeren, Germany",,55.0541,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.8,4.26,,"Baden-Württemberg, Germany",,55.1351,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.5,0.48,,"Großbeeren, Germany",,64.9329,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.6,3.79,,"Baden-Württemberg, Germany",,65.2252,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.1,0.61,,"Großbeeren, Germany",,75.0073,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.4,3.55,,"Baden-Württemberg, Germany",,75.3153,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.1,3.26,,"Baden-Württemberg, Germany",,85.045,loamy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.6,0.58,,"Großbeeren, Germany",,85.0788,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),52.35,13.32,,,,,,,,,,,,,,,-25.8,0.45,,"Großbeeren, Germany",,94.9694,sandy grassland,,Wang et al. (2018)
Schneckenberger & Kuzyakov (2007),48.72,9.22,,,,,,,,,,,,,,,-24.1,3.34,,"Baden-Württemberg, Germany",,95.1351,loamy grassland,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-26.9,24.4,,"Colorado Island, Panama",,,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-27.8,32.4,,"Colorado Island, Panama",,,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-28.7,56,4.38,"Colorado Island, Panama",,0-5,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-26.4,19.4,,"Colorado Island, Panama",,15-20,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-25.5,12.4,,"Colorado Island, Panama",,20-30,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-25,1.2,,"Colorado Island, Panama",,30-40,forset,,Wang et al. (2018)
Schwendenmann & Pendall (2006),9.17,-79.85,,,,,,,,,,,,,,,-24.8,8.3,,"Colorado Island, Panama",,40-50,forset,,Wang et al. (2018)
Sommer et al. 2012,-31.83,115.82,,2008,11,,C3,Dampiera linearis R.Br.,Goodeniaceae,temperate forest ,1,,-1.1,-30.4,,0.5,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.83,115.82,,2008,11,,C3,Eucalyptus margita Donn,Myrtaceae,temperate forest ,6,,-2.3,-28.4,29.23013586,0.5,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.83,115.82,,2008,11,,C3,Stirligia latifolia R.Br.,Proteaceae,temperate forest ,8,,2.5,-29.8,30.71531643,0.5,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Hibbertia hypericoides D.C.,Dilleniaceae,temperate forest ,14,,-1.7,-30,,0.1,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Oxylobium capitatum Benth.,Fabaceae,temperate forest ,16,,-1.8,-30.1,,0.1,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Stirligia latifolia R.Br.,Proteaceae,temperate forest ,7,,1.6,-29.4,30.29054193,0.1,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Stirligia latifolia R.Br.,Proteaceae,,7,,2.1,-30.2,,0.9,-27.2,,,Australia,organic,,,,
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Banksia attenuata R.Br.,Proteaceae,,6,,-0.2,-30,,0.9,-27.2,,,Australia,organic,,,,
Sommer et al. 2012,-31.84,115.82,,2008,11,,C3,Scaevola canescens Benth.,Goodeniaceae,,9,,-0.9,-29.2,,0.9,-27.2,,,Australia,organic,,,,
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Borya spaerocephala R.Br.,Boryaceae,grassland,9,,0.4,-28.8,29.65,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Briza maxima L.,Poaceae,grassland,11,,-2.2,-29,29.87,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Calytrix spec.,Myrtaceae,grassland,7,,0.7,-28.1,28.91,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Goodenia glareicola Carolin,Goodeniaceae,grassland,14,,0.2,-27.5,28.28,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Parentucellia viscosa (L.) Caruel,Scrophulariaceae,grassland,14,,-0.8,-31.6,32.63,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.13,116.17,,2008,11,,C3,Velleia trinervis Labill.,Goodeniaceae,grassland,13,,-1.5,-30.4,,1.4,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Conostylis aculeata R.Br. subsp. aculeata,Haemodoraceae,temperate forest ,8,,0.5,-27.5,28.28,-0.2,-26.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Hypocalyma angustifolium (Endl.) Schauer,Myrtaceae,temperate forest ,14,,-1.2,-28.8,29.65,-0.2,-26.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Podolepis lessonii (Cass.) Benth,Asteraceae,temperate forest ,17,,-1.8,-32.9,34.02,-0.2,-26.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Stylidium corymbosum R.Br. var. corymbosum,Stylidiaceae,temperate forest ,8,,-2.1,-27.4,28.17,-0.2,-26.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Dryandra lindleya Meisn.,Proteaceae,temperate forest ,7,,0.8,-29.9,30.82,2.6,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Hyalosperma cotula Benth.,Asteraceae,temperate forest ,15,,-1.9,-31.9,32.95,2.6,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Parentucellia latifolia (L.) Caruel,Scrophulariaceae,temperate forest ,19,,-1.1,-32,33.06,2.6,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Anagallis arvensis L.,Primulaceae,temperate forest ,14,,-0.7,-30.7,,1.2,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Hyalosperma cotula Benth.,Asteraceae,temperate forest ,16,,-1.4,-31.6,32.63,1.2,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.28,116.55,,2008,11,,C3,Ursinia anthemoides L.,Asteraceae,temperate forest ,17,,-1.5,-31.4,32.42,1.2,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.3,116.83,,2008,11,,C3,Boronia spec. R.Turner,Rutaceae,temperate forest ,8,,-0.6,-31.7,32.74,0.4,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.3,116.83,,2008,11,,C3,Conostylis setosa Lindl.,Haemodoraceae,temperate forest ,8,,0.1,-29.6,30.5,0.4,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-32.3,116.83,,2008,11,,C3,Eucalyptus margita Donn,Myrtaceae,temperate forest ,6,,-4.4,-29.6,30.5,0.4,-26.8,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.1,116.23,,2008,11,,C3,Helichrysum luteoalbum (L.) Rchb.,Asteraceae,grassland,15,,-1.6,-32.1,33.16,0.8,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.1,116.23,,2008,11,,C3,Hyalosperma simplex (Steets) P.G.Wilson,Asteraceae,grassland,13,,-1.8,-32.9,34.02,0.8,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.1,116.23,,2008,11,,C3,Parentucellia viscosa (L.) Caruel,Scrophulariaceae,grassland,28,,-1.4,-30.7,,0.8,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.1,116.23,,2008,11,,C3,Trionthos australis Endl.,Haemodoraceae,grassland,11,,0.7,-30,,0.8,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.11,116.2,,2008,11,,C3,Conostylis aculeata R.Br. subsp. Aculeata,Haemodoraceae,temperate forest ,11,,1.3,-29.1,,1.9,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.11,116.2,,2008,11,,C3,Hypocalyma angustifolium (Endl.) Schauer,Myrtaceae,temperate forest ,11,,-1.5,-30.9,,1.9,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.11,116.2,,2008,11,,C3,Hypochaeris radicata L.,Asteraceae,temperate forest ,13,,-2.1,-31.1,32.1,1.9,-26.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.23,,2008,11,,C3,Dampiera linearis L.,Goodeniaceae,temperate forest ,1,,-0.9,-30.6,,1.5,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.23,,2008,11,,C3,Stylidium ciliatum Lindl.,Stylidiaceae,temperate forest ,8,,-1.9,-28.7,29.55,1.5,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.23,,2008,11,,C3,Thomasia rhynchocarpa Turcz.,Sterculiaceae,temperate forest ,11,,-0.5,-30.2,,1.5,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.83,,2008,11,,C3,Dichopogon capillipes (Endl.) Brittan,Asparagaceae,temperate forest ,12,,-0.7,-29.4,30.29,0.9,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.83,,2008,11,,C3,Hyalosperma simplex (Steets) P.G.Wilson,Asteraceae,temperate forest ,1,,-1.6,-31.7,32.74,0.9,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.12,116.83,,2008,11,,C3,Stackhousia monogy Labill.,Celastraceae,temperate forest ,1,,3.7,-30.1,,0.9,-26.7,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.44,116.22,,2008,11,,C3,Dampiera linearis R.Br.,Goodeniaceae,grassland,9,,-1.6,-29.5,30.4,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.44,116.22,,2008,11,,C3,Haemodorum spec.,Haemodoraceae,grassland,12,,1.8,-28.8,29.65,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.44,116.22,,2008,11,,C3,Scaevola calliptera Benth.,Goodeniaceae,grassland,12,,-2.6,-29.8,30.72,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.47,116.83,,2008,11,,C3,Atharia proliferia R.Br.,Arthriaceae,grassland,4,,-0.7,-29.4,30.29,1.8,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.47,116.83,,2008,11,,C3,Stylidium amoenum R.Br.,Stylidiaceae,grassland,7,,-3.5,-32.7,33.81,1.8,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.47,116.83,,2008,11,,C3,Xanthorrhoea drummondii  Harv.,Xanthorrhoeaceae,grassland,4,,-1.9,-28.2,29.02,1.8,-26.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.49,116.16,,2008,11,,C3,Briza maxima L.,Poaceae,grassland,17,,0.2,-31.1,32.1,0.4,-27.9,,,Australia,organic,,,,"Leafless, achlorophyllous orchid species"
Sommer et al. 2012,-34.49,116.16,,2008,11,,C3,Clematis pubescens Endl.,Ranuculaceae,grassland,16,,1.9,-28.6,29.44,0.4,-27.9,,,Australia,organic,,,,"Leafless, achlorophyllous orchid species"
Sommer et al. 2012,-34.49,116.16,,2008,11,,C3,Hypochaeris radiata L.,Asteraceae,grassland,17,,0.6,-30.9,,0.4,-27.9,,,Australia,organic,,,,"Leafless, achlorophyllous orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Angiozanthos flavidus D.C.,Haemodoraceae,temperate forest ,12,,2.8,-29.8,30.72,0.5,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Clematis pubescens Endl.,Ranuculaceae,temperate forest ,16,,0.6,-29.1,29.97,0.5,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Hypochaeris radicata L.,Asteraceae,temperate forest ,13,,-0.8,-30.7,,0.5,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Clematis pubescens Endl.,Ranuculaceae,temperate forest ,15,,,-29.2,30.08,1.4,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Opercularia hispidula Endl.,Rubiaceae,temperate forest ,15,,-1.8,-30.7,,1.4,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Podocarpus dronynianus F.Muell.,Podocarpaceae,temperate forest ,15,,-1.1,-29.6,30.5,1.4,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.13,,2008,11,,C3,Trymalium odoatissimum Lindl.,Rhamceae,temperate forest ,15,,-1.1,-31.9,32.95,1.4,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Sonchus oleraceus L.,Asteraceae,grassland,20,,-2,-31.2,,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Cerastium pumilum Curtis,Caryophyllaceae,grassland,17,,-1.2,-31.4,,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Hypochaeris radiata L.,Asteraceae,grassland,17,,-2.3,-30.6,,1.3,-25.9,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.23,,2008,11,,C3,Ganzania linearis (Thun.),Asteraceae,grassland,11,,-3.1,-32,33.06,0.6,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.23,,2008,11,,C3,Hypochaeris radiata L.,Asteraceae,grassland,13,,-2.9,-31.8,32.84,0.6,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.23,,2008,11,,C3,Tremandra stelligera D.C.,Eleocarpaceae,grassland,13,,-3.8,-32.2,33.27,0.6,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Anarthria scabra R.Br.,Arthriaceae,grassland,5,,-0.3,-30.2,,0.3,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Briza maxima L.,Poaceae,grassland,12,,1.2,-31.5,32.52,0.3,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Dampiera linearis L.,Goodeniaceae,grassland,8,,-1.8,-29.8,30.72,0.3,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Gladiolus undulatus L.,Iridaceae,grassland,13,,0.3,-31.8,32.84,0.3,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.63,116.12,,2008,11,,C3,Hypochaeris radicata L.,Asteraceae,grassland,13,,-0.8,-31.1,32.1,0.3,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Angiozanthos flavidus D.C.,Haemodoraceae,shrub,12,,3.6,-24.7,25.33,1.4,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Lepidosperma squamatum Labill.,Cyperaceae,shrub,7,,4.1,-28,28.81,1.4,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Phlebocarya ciliata R.Br.,Haemodoraceae,shrub,8,,3.5,-26.5,27.22,1.4,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Stylidium brunonianum Benth.,Stylidiaceae,shrub,1,,0.9,-30,,1.4,-27.3,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Arthria scabra R.Br.,Arthriaceae,shrub,5,,-4,-27.6,28.38,1.1,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Dampiera linearis R.Br.,Goodeniaceae,shrub,9,,-4.1,-30.6,,1.1,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Johnsonia lupuli R.Br.,Hemerocallidaceae,shrub,7,,-0.9,-25.7,26.38,1.1,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Lepidosperma aff. squamatum,Cyperaceae,shrub,5,,3.8,-26.6,27.33,1.1,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.68,116.11,,2008,11,,C3,Marianthus tenius Benth.,Pittosporaceae,shrub,9,,-3.6,-31.2,32.2,1.1,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.81,116.7,,2008,11,,C3,Astartea sp.long starks D.Foreman,Myrtaceae,shrub,11,,1,-28.9,29.76,0.8,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
